Year,Month,Day,Hour,Minute,Temperature,Clearsky.DHI,Clearsky.DNI,Clearsky.GHI,Cloud.Type,Dew.Point,DHI,DNI,Fill.Flag,GHI,Ozone,Relative.Humidity,Solar.Zenith.Angle,Surface.Albedo,Pressure,Precipitable.Water,Wind.Direction,Wind.Speed,X50Hertz..MW.
2018,1,21,11,15,1,85,625,275,4,-0.3,19,0,0,19,0.394,90.9,72.33,0.12,1008,0.7,15,1.1,431
2018,1,21,11,30,1.2,85,624,274,4,-0.3,19,0,0,19,0.392,89.7,72.38,0.12,1009,0.7,12,1.1,388
2018,1,21,11,45,1.3,83,626,271,4,-0.2,19,0,0,19,0.389,89.51,72.57,0.12,1009,0.7,10,1.1,397
2018,1,21,12,0,1.4,83,620,265,4,-0.2,18,0,0,18,0.387,88.87,72.9,0.12,1009,0.7,7,1.1,391
2018,1,21,12,15,1.4,81,611,256,4,-0.2,18,0,0,18,0.385,88.87,73.38,0.12,1009,0.7,94,1,339
2018,1,21,12,30,1.4,79,598,244,4,-0.2,17,0,0,17,0.383,88.87,74,0.12,1009,0.7,182,1,297
2018,1,21,12,45,1.4,74,597,231,4,0,16,0,0,16,0.381,90.23,74.75,0.12,1010,0.7,269,0.9,259
2018,1,21,13,0,1.4,71,577,215,4,0,14,0,3,14,0.38,90.23,75.64,0.12,1010,0.7,357,0.8,246
2018,1,21,13,15,1.1,68,553,196,4,0,13,0,3,13,0.378,92.19,76.65,0.12,1010,0.7,358,0.8,241
2018,1,21,13,30,0.8,64,524,175,4,0,12,0,3,12,0.376,94.2,77.78,0.12,1010,0.7,359,0.7,203
2018,1,21,13,45,0.5,59,502,154,4,-1,10,0,3,10,0.375,89.58,79.02,0.12,1010,0.7,359,0.7,179
2018,1,21,14,0,0.3,54,460,131,4,-1,9,0,3,9,0.373,90.98,80.37,0.12,1011,0.7,360,0.6,139
2018,1,21,14,15,0.1,48,410,106,4,-1,7,0,3,7,0.372,92.3,81.82,0.12,1011,0.7,272,0.6,111
2018,1,21,14,30,-0.1,41,356,82,4,-1,6,0,3,6,0.37,93.65,83.35,0.12,1011,0.6,183,0.6,78
2018,1,21,14,45,-0.3,33,290,58,4,-1.7,5,0,3,5,0.369,90.36,84.96,0.12,1011,0.6,95,0.6,51
2018,1,21,15,0,-0.5,24,203,36,1,-1.7,24,203,0,36,0.368,91.68,86.64,0.12,1011,0.6,7,0.5,21
2018,1,21,15,15,-0.5,14,107,17,1,-1.7,14,107,0,17,0.366,91.68,88.33,0.12,1011,0.6,23,0.5,7
2018,1,21,15,30,-0.5,0,0,0,4,-1.7,0,0,0,0,0.365,91.77,89.96,0.12,1012,0.6,40,0.4,1
2018,1,22,7,0,-1.6,0,0,0,8,-2.2,0,0,0,0,0.352,95.35,91.18,0.12,1008,0.8,145,3.9,1
2018,1,22,7,15,-1.4,11,95,13,7,-2.2,11,95,5,13,0.351,93.96,88.86,0.12,1008,0.8,147,4,5
2018,1,22,7,30,-1.2,20,198,30,4,-2.2,3,0,3,3,0.351,92.59,87.17,0.12,1008,0.8,148,4.1,16
2018,1,22,7,45,-1,28,292,51,4,-1.8,4,0,3,4,0.35,94.09,85.47,0.12,1008,0.8,150,4.2,36
2018,1,22,8,0,-0.8,36,369,75,7,-1.8,6,0,3,6,0.35,92.72,83.83,0.12,1008,0.8,151,4.3,75
2018,1,22,8,15,-0.6,42,433,100,7,-1.8,7,0,3,7,0.35,91.29,82.25,0.12,1007,0.8,152,4.3,112
2018,1,22,8,30,-0.4,48,485,125,4,-1.8,8,0,3,8,0.349,89.97,80.76,0.12,1007,0.8,152,4.3,149
2018,1,22,8,45,-0.2,52,534,150,4,-1.4,10,0,3,10,0.349,91.37,79.37,0.12,1007,0.8,152,4.4,178
2018,1,22,9,0,0,56,570,173,4,-1.4,11,0,3,11,0.349,90.06,78.08,0.12,1007,0.8,153,4.4,204
2018,1,22,9,15,0.2,59,600,195,4,-1.4,13,0,3,13,0.349,88.76,76.9,0.12,1007,0.8,153,4.4,231
2018,1,22,9,30,0.4,62,625,215,4,-1.4,14,0,3,14,0.348,87.49,75.83,0.12,1007,0.8,154,4.5,266
2018,1,22,9,45,0.6,64,643,231,4,-1.1,16,0,3,16,0.348,88.25,74.89,0.12,1007,0.9,154,4.5,298
2018,1,22,10,0,0.8,66,660,247,4,-1.1,17,0,0,17,0.348,86.99,74.08,0.12,1007,0.9,154,4.5,330
2018,1,22,10,15,0.9,67,673,259,4,-1.1,18,0,0,18,0.348,86.28,73.4,0.12,1006,0.9,153,4.5,399
2018,1,22,10,30,1,68,683,270,4,-1.1,19,0,0,19,0.347,85.66,72.86,0.12,1006,0.9,153,4.5,399
2018,1,22,10,45,1.1,69,690,277,4,-1,19,0,0,19,0.347,85.83,72.47,0.12,1006,0.9,152,4.4,428
2018,1,22,11,0,1.2,70,694,282,4,-1,20,0,0,20,0.346,85.22,72.21,0.12,1006,0.9,151,4.4,442
2018,1,22,11,15,1.2,70,696,283,4,-1,20,0,0,20,0.346,85.22,72.11,0.12,1006,0.9,149,4.4,429
2018,1,22,11,30,1.2,70,696,283,4,-1,20,0,0,20,0.345,85.13,72.15,0.12,1005,0.9,147,4.3,419
2018,1,22,11,45,1.2,70,690,279,4,-0.9,20,0,0,20,0.345,85.7,72.34,0.12,1005,0.9,145,4.3,383
2018,1,22,12,0,1.2,69,684,273,4,-0.9,19,0,0,19,0.344,85.7,72.67,0.12,1005,0.9,143,4.3,356
2018,1,22,12,15,1.2,68,675,264,4,-0.9,18,0,0,18,0.344,85.7,73.15,0.12,1005,0.9,140,4.2,314
2018,1,22,12,30,1.1,66,663,252,4,-0.9,17,0,0,17,0.344,86.32,73.77,0.12,1005,0.9,138,4.2,280
2018,1,22,12,45,1,65,639,236,4,-0.9,16,0,0,16,0.344,87.43,74.52,0.12,1005,1,136,4.2,261
2018,1,22,13,0,0.9,63,620,219,7,-0.9,11,0,3,11,0.343,87.97,75.4,0.12,1004,1,133,4.1,221
2018,1,22,13,15,0.8,60,597,201,7,-0.9,10,0,3,10,0.344,88.61,76.41,0.12,1004,1,132,4.1,192
2018,1,22,13,30,0.6,58,570,181,4,-0.9,12,0,3,12,0.344,89.89,77.54,0.12,1004,1,132,4.2,175
2018,1,22,13,45,0.5,55,523,157,8,-1.1,8,0,3,8,0.344,88.73,78.79,0.12,1004,1,131,4.2,147
2018,1,22,14,0,0.3,51,483,133,4,-1.1,9,0,3,9,0.344,90.02,80.14,0.12,1004,1,130,4.2,113
2018,1,22,14,15,0.1,45,435,109,4,-1.1,8,0,3,8,0.345,91.33,81.59,0.12,1004,1,130,4.1,80
2018,1,22,14,30,0,39,377,85,4,-1.1,6,0,3,6,0.346,92,83.12,0.12,1004,1,130,4.1,58
2018,1,22,14,45,-0.2,33,283,59,7,-1.5,5,0,3,5,0.346,90.64,84.74,0.12,1004,1,130,4,32
2018,1,22,15,0,-0.4,24,202,37,7,-1.5,4,0,3,4,0.347,91.97,86.42,0.12,1004,1,130,4,18
2018,1,22,15,15,-0.5,15,111,18,7,-1.5,3,0,3,3,0.347,92.64,88.12,0.12,1004,1,130,3.9,5
2018,1,22,15,30,-0.6,0,0,0,4,-1.5,0,0,0,0,0.348,93.32,89.77,0.12,1004,1,130,3.9,1
2018,1,23,7,0,-1.8,0,0,0,4,-2.7,0,0,0,0,0.342,93.53,91.02,0.12,1016,1,155,0.4,2
2018,1,23,7,15,-1.5,11,48,12,0,-2.7,11,48,0,12,0.34,91.49,88.71,0.12,1016,1,161,0.4,7
2018,1,23,7,30,-1.2,22,121,28,0,-2.7,22,121,0,28,0.338,89.5,87.01,0.12,1016,1,168,0.4,21
2018,1,23,7,45,-0.8,33,204,50,0,-1.7,33,204,0,50,0.337,93.81,85.3,0.12,1016,1,174,0.4,37
2018,1,23,8,0,-0.5,43,274,73,0,-1.7,43,274,0,73,0.335,91.78,83.65,0.12,1016,1,181,0.5,65
2018,1,23,8,15,-0.3,51,334,97,1,-1.7,51,334,0,97,0.334,90.46,82.07,0.12,1016,1,183,0.6,91
2018,1,23,8,30,0,58,385,121,1,-1.7,58,385,0,121,0.333,88.6,80.58,0.12,1017,1,186,0.6,126
2018,1,23,8,45,0.2,65,424,145,0,-1.1,65,424,0,145,0.332,90.94,79.18,0.12,1017,1,189,0.7,149
2018,1,23,9,0,0.5,71,461,167,1,-1.1,71,461,0,167,0.33,88.99,77.88,0.12,1017,1,192,0.8,173
2018,1,23,9,15,0.7,75,492,188,4,-1.1,13,0,3,13,0.329,87.72,76.7,0.12,1017,1,197,0.8,203
2018,1,23,9,30,0.9,80,518,209,4,-1.1,15,0,3,15,0.327,86.46,75.63,0.12,1017,1,201,0.9,245
2018,1,23,9,45,1.1,86,526,225,4,-0.3,16,0,0,16,0.326,90.14,74.68,0.12,1017,1,206,0.9,271
2018,1,23,10,0,1.3,89,543,239,4,-0.3,17,0,0,17,0.325,88.86,73.87,0.12,1017,1,211,1,307
2018,1,23,10,15,1.4,91,554,251,4,-0.3,18,0,0,18,0.324,88.23,73.18,0.12,1017,1.1,213,1,317
2018,1,23,10,30,1.5,92,565,261,4,-0.3,19,0,0,19,0.324,87.6,72.64,0.12,1017,1.1,215,1,348
2018,1,23,10,45,1.6,96,563,267,4,0.3,19,0,0,19,0.324,91.36,72.24,0.12,1017,1.1,218,1.1,373
2018,1,23,11,0,1.7,96,568,272,4,0.3,20,0,0,20,0.323,90.71,71.98,0.12,1017,1.1,220,1.1,366
2018,1,23,11,15,1.8,97,570,274,4,0.3,20,0,0,20,0.324,90.07,71.88,0.12,1017,1.1,219,1.1,387
2018,1,23,11,30,1.8,97,569,273,4,0.3,20,0,0,20,0.324,90.07,71.91,0.12,1017,1.1,218,1.1,383
2018,1,23,11,45,1.8,98,556,269,4,1,20,0,0,20,0.325,94.1,72.1,0.12,1017,1.1,217,1.1,391
2018,1,23,12,0,1.8,97,549,263,4,1,20,0,0,20,0.325,94.1,72.43,0.12,1017,1.1,216,1.1,382
2018,1,23,12,15,1.8,95,539,254,4,1,19,0,0,19,0.325,94.1,72.91,0.12,1017,1.1,215,1.1,359
2018,1,23,12,30,1.8,93,524,241,4,1,18,0,0,18,0.325,94.1,73.53,0.12,1017,1.2,214,1.1,318
2018,1,23,12,45,1.8,89,513,228,4,1.3,17,0,0,17,0.325,96.44,74.28,0.12,1017,1.2,213,1.1,282
2018,1,23,13,0,1.7,86,493,212,4,1.3,15,0,3,15,0.325,97.13,75.16,0.12,1017,1.2,212,1,256
2018,1,23,13,15,1.6,82,468,194,4,1.3,14,0,3,14,0.324,97.82,76.17,0.12,1017,1.2,213,1.1,223
2018,1,23,13,30,1.6,77,439,174,4,1.3,12,0,3,12,0.324,97.82,77.3,0.12,1017,1.2,214,1.1,205
2018,1,23,13,45,1.5,70,415,153,7,1.4,8,0,3,8,0.324,99.41,78.55,0.12,1017,1.3,214,1.2,181
2018,1,23,14,0,1.4,64,374,130,4,1.4,9,0,3,9,0.323,100,79.9,0.12,1017,1.3,215,1.2,144
2018,1,23,14,15,1.3,57,325,106,7,1.3,7,0,3,7,0.323,100,81.35,0.12,1017,1.3,215,1.3,111
2018,1,23,14,30,1.1,49,269,82,7,1.1,6,0,3,6,0.323,100,82.89,0.12,1017,1.3,215,1.3,85
2018,1,23,14,45,1,39,210,59,7,1,5,0,3,5,0.323,100,84.51,0.12,1017,1.3,215,1.3,72
2018,1,23,15,0,0.9,28,135,37,7,0.9,5,0,3,5,0.323,100,86.19,0.12,1017,1.4,215,1.4,47
2018,1,23,15,15,0.9,17,61,19,7,0.9,3,0,3,3,0.323,100,87.91,0.12,1017,1.4,214,1.5,16
2018,1,23,15,30,0.9,0,0,0,7,0.9,0,0,0,0,0.324,100,89.58,0.12,1017,1.4,213,1.5,3
2018,1,24,7,0,4.4,0,0,0,7,4.2,0,0,0,0,0.339,98.49,90.85,0.12,1013,1.8,230,4.4,2
2018,1,24,7,15,4.5,12,66,14,7,4.2,2,0,3,2,0.339,97.81,88.57,0.12,1013,1.8,229,4.4,11
2018,1,24,7,30,4.6,23,150,31,7,4.2,4,0,3,4,0.339,97.13,86.85,0.12,1013,1.8,227,4.4,26
2018,1,24,7,45,4.7,32,243,52,7,4.5,5,0,3,5,0.339,98.41,85.13,0.12,1013,1.8,226,4.4,53
2018,1,24,8,0,4.8,40,314,76,7,4.5,6,0,3,6,0.339,97.73,83.48,0.12,1013,1.8,224,4.4,95
2018,1,24,8,15,4.9,47,375,100,7,4.5,7,0,3,7,0.339,97.05,81.89,0.12,1013,1.8,223,4.4,158
2018,1,24,8,30,5.1,53,426,124,4,4.5,35,0,3,35,0.339,95.71,80.39,0.12,1013,1.8,222,4.5,226
2018,1,24,8,45,5.2,58,472,148,7,4.9,8,0,3,8,0.339,97.64,78.98,0.12,1013,1.8,221,4.5,329
2018,1,24,9,0,5.4,62,508,171,7,4.9,9,0,1,9,0.339,96.3,77.68,0.12,1013,1.8,221,4.5,386
2018,1,24,9,15,5.5,66,537,191,7,4.9,10,0,1,10,0.339,95.63,76.49,0.12,1013,1.8,219,4.5,445
2018,1,24,9,30,5.7,69,562,211,7,4.9,10,0,3,10,0.339,94.32,75.42,0.12,1013,1.8,218,4.5,520
2018,1,24,9,45,5.9,70,593,229,7,5.4,11,0,0,11,0.339,96.58,74.47,0.12,1013,1.8,217,4.5,614
2018,1,24,10,0,6.1,72,609,244,7,5.4,10,0,0,10,0.339,95.26,73.65,0.12,1013,1.8,216,4.5,718
2018,1,24,10,15,6.2,73,623,256,7,5.4,43,0,0,43,0.338,94.6,72.96,0.12,1013,1.8,214,4.5,790
2018,1,24,10,30,6.3,75,633,266,4,5.4,84,0,0,84,0.337,93.86,72.41,0.12,1012,1.8,213,4.6,845
2018,1,24,10,45,6.4,73,655,275,7,5.8,113,11,0,116,0.337,96.11,72.01,0.12,1012,1.8,212,4.6,879
2018,1,24,11,0,6.5,73,659,280,7,5.8,24,0,0,24,0.336,95.45,71.75,0.12,1012,1.8,210,4.6,825
2018,1,24,11,15,6.7,74,661,282,4,5.8,20,0,0,20,0.335,94.15,71.64,0.12,1012,1.8,210,4.7,845
2018,1,24,11,30,6.8,74,664,282,4,5.8,20,0,0,20,0.334,93.51,71.68,0.12,1012,1.7,210,4.8,848
2018,1,24,11,45,6.9,71,674,280,7,6.3,11,0,0,11,0.333,95.82,71.86,0.12,1012,1.7,210,4.8,804
2018,1,24,12,0,7.1,70,669,274,7,6.3,11,0,0,11,0.331,94.42,72.19,0.12,1011,1.7,209,4.9,749
2018,1,24,12,15,7.1,69,660,266,7,6.3,13,0,0,13,0.33,94.42,72.67,0.12,1011,1.7,207,4.9,716
2018,1,24,12,30,7.1,68,649,254,6,6.3,12,0,0,12,0.329,94.42,73.28,0.12,1011,1.7,205,4.8,729
2018,1,24,12,45,7.1,64,648,242,7,6.4,24,0,0,24,0.328,95.57,74.03,0.12,1011,1.7,203,4.8,658
2018,1,24,13,0,7.1,62,630,226,6,6.4,23,0,3,23,0.327,95.57,74.92,0.12,1011,1.7,201,4.8,586
2018,1,24,13,15,7,59,609,207,6,6.4,21,0,3,21,0.327,96.22,75.93,0.12,1011,1.7,201,4.8,503
2018,1,24,13,30,6.9,56,583,187,6,6.4,19,0,3,19,0.327,96.79,77.06,0.12,1010,1.7,200,4.8,451
2018,1,24,13,45,6.8,52,555,165,7,6.2,17,0,3,17,0.327,96.14,78.31,0.12,1010,1.7,199,4.8,349
2018,1,24,14,0,6.7,49,520,142,7,6.2,15,0,3,15,0.327,96.8,79.66,0.12,1010,1.6,199,4.9,260
2018,1,24,14,15,6.5,44,474,117,7,6.2,13,0,3,13,0.327,98.14,81.12,0.12,1010,1.6,199,4.9,199
2018,1,24,14,30,6.4,39,419,92,6,6.2,11,0,3,11,0.328,98.82,82.66,0.12,1010,1.6,199,4.9,156
2018,1,24,14,45,6.2,32,364,68,6,5.9,9,0,3,9,0.328,98.12,84.28,0.12,1010,1.6,200,4.9,98
2018,1,24,15,0,6.1,25,283,44,6,5.9,7,0,3,7,0.328,98.8,85.97,0.12,1010,1.6,200,4.9,52
2018,1,24,15,15,6,17,185,24,6,5.9,5,0,3,5,0.329,99.48,87.69,0.12,1010,1.6,200,4.9,16
2018,1,24,15,30,6,0,0,0,6,5.9,0,0,0,0,0.329,99.48,89.39,0.12,1010,1.6,201,4.9,4
2018,1,25,7,0,7,0,0,0,6,6.2,0,0,0,0,0.327,94.97,90.08,0.12,1008,2,236,4,2
2018,1,25,7,15,7,12,49,14,6,6.2,2,0,3,2,0.327,94.97,88.41,0.12,1008,2,235,3.9,8
2018,1,25,7,30,7.1,23,117,30,6,6.2,4,0,3,4,0.328,94.32,86.68,0.12,1008,2,235,3.7,19
2018,1,25,7,45,7.1,34,207,52,6,6.5,5,0,3,5,0.329,95.79,84.96,0.12,1008,2,234,3.6,36
2018,1,25,8,0,7.2,43,274,75,6,6.5,6,0,3,6,0.329,95.14,83.29,0.12,1008,2,233,3.4,67
2018,1,25,8,15,7.3,51,334,99,6,6.5,7,0,3,7,0.33,94.58,81.7,0.12,1009,1.9,234,3.4,96
2018,1,25,8,30,7.4,58,384,123,6,6.5,7,0,3,7,0.33,93.94,80.19,0.12,1009,1.9,235,3.4,127
2018,1,25,8,45,7.6,62,440,148,6,6.9,8,0,3,8,0.331,95.3,78.78,0.12,1009,1.9,235,3.3,160
2018,1,25,9,0,7.7,66,475,169,6,6.9,9,0,1,9,0.331,94.66,77.48,0.12,1009,1.9,236,3.3,187
2018,1,25,9,15,7.8,71,505,191,6,6.9,10,0,3,10,0.332,94.01,76.28,0.12,1009,1.9,236,3.2,220
2018,1,25,9,30,7.9,75,530,210,6,6.9,11,0,3,11,0.332,93.38,75.2,0.12,1009,1.9,237,3.1,238
2018,1,25,9,45,8,77,554,227,6,7.3,11,0,0,11,0.333,95.11,74.25,0.12,1009,1.9,237,3,276
2018,1,25,10,0,8.1,79,571,242,6,7.3,10,0,0,10,0.333,94.47,73.42,0.12,1009,1.9,238,2.9,288
2018,1,25,10,15,8.2,81,584,255,6,7.3,12,0,0,12,0.334,93.83,72.73,0.12,1009,1.9,238,2.8,303
2018,1,25,10,30,8.2,82,594,264,6,7.3,11,0,0,11,0.334,93.83,72.18,0.12,1009,1.9,239,2.7,308
2018,1,25,10,45,8.3,82,609,272,6,7.5,13,0,0,13,0.335,94.86,71.77,0.12,1009,1.9,239,2.6,330
2018,1,25,11,0,8.3,82,613,277,6,7.5,14,0,0,14,0.335,94.86,71.51,0.12,1009,1.9,240,2.4,336
2018,1,25,11,15,8.4,83,615,279,6,7.5,14,0,0,14,0.336,94.22,71.4,0.12,1009,1.9,239,2.3,333
2018,1,25,11,30,8.4,83,615,278,6,7.5,14,0,0,14,0.336,94.22,71.43,0.12,1009,1.9,238,2.2,330
2018,1,25,11,45,8.5,79,627,277,6,7.7,13,0,0,13,0.337,95.01,71.61,0.12,1009,1.9,237,2.1,335
2018,1,25,12,0,8.5,78,621,271,6,7.7,11,0,0,11,0.337,95.01,71.94,0.12,1009,1.9,236,2,325
2018,1,25,12,15,8.4,77,612,262,6,7.7,13,0,0,13,0.338,95.66,72.42,0.12,1009,1.9,234,1.9,317
2018,1,25,12,30,8.3,76,601,251,6,7.7,12,0,0,12,0.338,96.31,73.03,0.12,1009,1.9,232,1.7,280
2018,1,25,12,45,8.2,72,593,238,6,7.7,10,0,0,10,0.338,96.54,73.78,0.12,1009,1.9,230,1.5,258
2018,1,25,13,0,8.1,70,575,222,6,7.7,9,0,0,9,0.338,97.2,74.67,0.12,1009,1.9,228,1.3,223
2018,1,25,13,15,7.8,67,553,204,6,7.7,9,0,3,9,0.339,99.2,75.68,0.12,1009,1.9,226,1.2,204
2018,1,25,13,30,7.5,64,526,184,6,7.5,8,0,3,8,0.339,100,76.81,0.12,1009,1.9,224,1.2,174
2018,1,25,13,45,7.2,61,485,161,6,7,7,0,3,7,0.339,98.8,78.06,0.12,1009,1.9,221,1.1,143
2018,1,25,14,0,6.9,56,447,138,6,6.9,7,0,3,7,0.339,100,79.42,0.12,1009,1.9,219,1.1,119
2018,1,25,14,15,6.7,51,401,114,6,6.7,6,0,3,6,0.34,100,80.87,0.12,1009,1.9,217,1.1,90
2018,1,25,14,30,6.5,44,347,90,6,6.5,5,0,3,5,0.34,100,82.42,0.12,1009,1.9,216,1.1,70
2018,1,25,14,45,6.3,38,261,65,6,6.3,5,0,3,5,0.341,100,84.04,0.12,1009,1.9,214,1.1,49
2018,1,25,15,0,6.1,29,187,43,6,6.1,4,0,3,4,0.341,100,85.74,0.12,1009,1.9,212,1.1,23
2018,1,25,15,15,6.1,19,106,23,6,6.1,3,0,3,3,0.342,100,87.47,0.12,1009,1.9,212,1.1,9
2018,1,25,15,30,6.1,0,0,0,6,6.1,0,0,0,0,0.343,100,89.19,0.12,1009,1.9,211,1.1,2
2018,1,26,7,0,3.8,0,0,0,6,3.5,0,0,0,0,0.373,97.71,89.92,0.12,1009,1.8,143,0.7,3
2018,1,26,7,15,3.8,11,26,12,6,3.5,2,0,3,2,0.374,97.71,88.24,0.12,1009,1.8,142,0.7,9
2018,1,26,7,30,3.9,23,73,28,6,3.5,4,0,3,4,0.374,97.03,86.49,0.12,1009,1.8,142,0.6,20
2018,1,26,7,45,4,36,134,48,6,3.7,5,0,3,5,0.374,98.13,84.77,0.12,1010,1.8,141,0.6,29
2018,1,26,8,0,4.1,47,189,70,6,3.7,6,0,3,6,0.374,97.45,83.1,0.12,1010,1.8,140,0.5,55
2018,1,26,8,15,4.2,59,239,94,6,3.7,7,0,3,7,0.375,96.77,81.5,0.12,1010,1.8,185,0.5,80
2018,1,26,8,30,4.3,68,283,117,6,3.7,7,0,3,7,0.376,96.09,79.99,0.12,1010,1.8,229,0.5,108
2018,1,26,8,45,4.5,78,307,138,6,4,8,0,3,8,0.376,96.78,78.57,0.12,1010,1.8,273,0.5,137
2018,1,26,9,0,4.6,85,341,160,6,4,9,0,3,9,0.377,96.11,77.26,0.12,1010,1.8,317,0.5,157
2018,1,26,9,15,4.7,91,371,181,6,4,10,0,3,10,0.377,95.44,76.06,0.12,1010,1.7,319,0.7,179
2018,1,26,9,30,4.9,97,396,199,6,4,11,0,3,11,0.378,94.12,74.98,0.12,1010,1.7,320,0.9,203
2018,1,26,9,45,5,101,420,216,6,4.4,11,0,0,11,0.378,96.01,74.02,0.12,1011,1.7,322,1.1,227
2018,1,26,10,0,5.2,104,438,231,6,4.4,12,0,0,12,0.379,94.68,73.19,0.12,1011,1.7,324,1.2,243
2018,1,26,10,15,5.3,108,451,243,6,4.4,13,0,0,13,0.379,94.03,72.49,0.12,1011,1.7,325,1.4,260
2018,1,26,10,30,5.5,110,462,253,6,4.4,13,0,0,13,0.38,92.73,71.94,0.12,1011,1.7,327,1.6,273
2018,1,26,10,45,5.6,104,507,265,6,4.9,13,0,0,13,0.38,95.13,71.53,0.12,1011,1.7,329,1.7,291
2018,1,26,11,0,5.8,105,512,269,6,4.9,14,0,0,14,0.38,93.83,71.26,0.12,1011,1.7,331,1.9,298
2018,1,26,11,15,5.9,106,514,271,6,4.9,14,0,0,14,0.38,93.18,71.15,0.12,1011,1.7,332,2,298
2018,1,26,11,30,6,104,513,270,6,4.9,14,0,0,14,0.381,92.54,71.18,0.12,1011,1.7,333,2.1,293
2018,1,26,11,45,6.1,97,543,270,6,5.3,13,0,0,13,0.381,94.29,71.36,0.12,1011,1.7,334,2.2,287
2018,1,26,12,0,6.3,96,539,265,6,5.3,13,0,0,13,0.381,93.1,71.69,0.12,1012,1.6,336,2.3,273
2018,1,26,12,15,6.3,94,530,257,6,5.3,13,0,0,13,0.382,93.1,72.16,0.12,1012,1.6,336,2.2,264
2018,1,26,12,30,6.4,92,518,246,6,5.3,12,0,0,12,0.382,92.46,72.78,0.12,1012,1.6,336,2.2,254
2018,1,26,12,45,6.4,86,528,236,6,5.5,12,0,0,12,0.382,93.78,73.53,0.12,1012,1.6,337,2.2,247
2018,1,26,13,0,6.5,83,509,220,6,5.5,11,0,0,11,0.383,93.13,74.41,0.12,1012,1.6,337,2.1,229
2018,1,26,13,15,6.3,80,486,202,6,5.5,11,0,3,11,0.383,94.42,75.43,0.12,1012,1.6,338,1.9,205
2018,1,26,13,30,6.1,75,460,182,6,5.5,10,0,3,10,0.383,95.83,76.56,0.12,1013,1.6,338,1.7,179
2018,1,26,13,45,5.9,68,451,163,6,5.3,9,0,3,9,0.384,95.75,77.81,0.12,1013,1.6,339,1.5,151
2018,1,26,14,0,5.8,62,413,140,6,5.3,8,0,3,8,0.384,96.41,79.17,0.12,1013,1.6,340,1.3,126
2018,1,26,14,15,5.4,56,369,116,7,5.3,7,0,3,7,0.384,99.12,80.62,0.12,1013,1.6,340,1.3,93
2018,1,26,14,30,5,49,318,92,7,5,7,0,3,7,0.385,100,82.17,0.12,1014,1.5,340,1.2,72
2018,1,26,14,45,4.7,40,264,69,7,4.5,6,0,3,6,0.385,98.35,83.8,0.12,1014,1.5,341,1.1,49
2018,1,26,15,0,4.3,30,192,46,7,4.3,5,0,3,5,0.385,100,85.5,0.12,1014,1.5,341,1.1,32
2018,1,26,15,15,4.2,20,113,25,7,4.2,4,0,3,4,0.385,100,87.24,0.12,1014,1.5,340,1.1,12
2018,1,26,15,30,4.2,10,40,10,7,4.2,1,0,3,1,0.386,100,88.97,0.12,1014,1.5,340,1.1,3
2018,1,27,7,0,3.3,0,0,0,4,3,0,0,0,0,0.336,98.06,89.76,0.12,1025,0.8,302,1.1,5
2018,1,27,7,15,3.5,16,130,20,4,3,2,0,3,2,0.337,96.69,88.06,0.12,1025,0.8,297,1.2,14
2018,1,27,7,30,3.7,25,235,40,4,3,4,0,3,4,0.338,95.34,86.3,0.12,1025,0.8,293,1.4,23
2018,1,27,7,45,3.9,33,332,65,4,3.1,5,0,3,5,0.34,94.27,84.57,0.12,1025,0.8,289,1.5,39
2018,1,27,8,0,4.1,40,407,91,4,3.1,6,0,3,6,0.341,92.96,82.89,0.12,1025,0.8,284,1.7,82
2018,1,27,8,15,4.2,46,468,117,4,3.1,8,0,3,8,0.342,92.31,81.29,0.12,1025,0.8,280,1.8,118
2018,1,27,8,30,4.3,51,518,143,1,3.1,51,518,0,143,0.344,91.67,79.78,0.12,1025,0.8,276,1.8,157
2018,1,27,8,45,4.4,57,553,168,1,2.9,57,553,0,168,0.345,90.18,78.36,0.12,1025,0.8,271,1.9,224
2018,1,27,9,0,4.5,60,588,192,1,2.9,60,588,1,192,0.346,89.55,77.04,0.12,1025,0.8,267,2,261
2018,1,27,9,15,4.5,64,616,215,4,2.9,14,0,3,14,0.347,89.64,75.83,0.12,1026,0.8,265,2.1,311
2018,1,27,9,30,4.6,66,640,235,4,2.9,16,0,0,16,0.347,89.02,74.75,0.12,1026,0.8,264,2.1,403
2018,1,27,9,45,4.6,68,662,253,4,3.1,17,0,0,17,0.347,90.18,73.78,0.12,1026,0.8,262,2.2,440
2018,1,27,10,0,4.7,70,678,269,4,3.1,18,0,0,18,0.348,89.55,72.95,0.12,1026,0.8,260,2.3,498
2018,1,27,10,15,4.8,72,691,282,4,3.1,19,0,0,19,0.347,88.93,72.25,0.12,1026,0.8,260,2.3,554
2018,1,27,10,30,4.8,73,701,293,4,3.1,20,0,1,20,0.347,88.93,71.69,0.12,1026,0.8,259,2.3,591
2018,1,27,10,45,4.9,73,713,302,4,3.3,21,0,0,21,0.347,89.64,71.28,0.12,1026,0.8,258,2.4,602
2018,1,27,11,0,4.9,73,717,307,4,3.3,21,0,0,21,0.346,89.64,71.01,0.12,1026,0.8,257,2.4,591
2018,1,27,11,15,5,74,719,309,4,3.3,22,0,0,22,0.346,89.02,70.89,0.12,1026,0.8,255,2.4,618
