Year,Month,Day,Hour,Minute,Temperature,Clearsky.DHI,Clearsky.DNI,Clearsky.GHI,Cloud.Type,Dew.Point,DHI,DNI,Fill.Flag,GHI,Ozone,Relative.Humidity,Solar.Zenith.Angle,Surface.Albedo,Pressure,Precipitable.Water,Wind.Direction,Wind.Speed,X50Hertz..MW.
2018,1,1,7,15,6.3,0,0,0,7,4.7,0,0,0,0,0.308,89.35,91.12,0.12,995,1,236,5.6,6
2018,1,1,7,30,6.4,11,94,13,7,4.7,1,0,3,1,0.31,88.73,88.96,0.12,995,1,235,5.7,45
2018,1,1,7,45,6.5,19,186,28,4,4.6,7,0,3,7,0.312,87.45,87.42,0.12,995,1,235,5.8,108
2018,1,1,8,0,6.6,26,280,47,4,4.6,12,0,3,12,0.313,86.94,85.89,0.12,996,1,235,5.9,179
2018,1,1,8,15,6.8,33,359,68,4,4.6,18,0,3,18,0.315,85.75,84.42,0.12,996,1,235,6.1,230
2018,1,1,8,30,7,38,419,89,4,4.6,23,0,3,23,0.317,84.59,83.04,0.12,996,1.1,235,6.2,289
2018,1,1,8,45,7.2,47,413,107,4,4.7,29,0,3,29,0.319,83.96,81.75,0.12,996,1.1,235,6.3,340
2018,1,1,9,0,7.4,52,456,127,4,4.7,34,0,3,34,0.321,82.83,80.56,0.12,996,1.1,235,6.4,424
2018,1,1,9,15,7.5,55,492,145,4,4.7,40,0,3,40,0.323,82.26,79.48,0.12,996,1.1,235,6.4,536
2018,1,1,9,30,7.7,59,522,162,4,4.7,45,0,3,45,0.324,81.15,78.52,0.12,996,1.1,236,6.4,637
2018,1,1,9,45,7.8,65,516,175,4,4.7,50,0,3,50,0.326,80.81,77.69,0.12,996,1.1,237,6.5,732
2018,1,1,10,0,7.9,67,536,188,4,4.7,54,0,3,54,0.327,80.26,76.98,0.12,996,1.1,237,6.5,765
2018,1,1,10,15,8,69,551,198,4,4.7,57,0,3,57,0.329,79.72,76.4,0.12,996,1.1,239,6.5,805
2018,1,1,10,30,8,70,562,206,4,4.7,60,0,3,60,0.331,79.72,75.95,0.12,996,1.1,240,6.4,807
2018,1,1,10,45,8,70,575,212,4,4.7,62,0,3,62,0.332,79.44,75.65,0.12,996,1.1,241,6.4,800
2018,1,1,11,0,8.1,70,579,216,4,4.7,63,0,3,63,0.334,78.91,75.48,0.12,996,1.1,242,6.4,893
2018,1,1,11,15,8,70,579,216,4,4.7,63,0,3,63,0.335,79.44,75.46,0.12,996,1.1,244,6.3,849
2018,1,1,11,30,8,70,576,214,4,4.7,62,0,3,62,0.337,79.44,75.57,0.12,996,1.1,245,6.1,789
2018,1,1,11,45,8,67,589,211,4,4.6,61,0,3,61,0.339,79.03,75.83,0.12,996,1.1,247,6,761
2018,1,1,12,0,8,65,579,203,4,4.6,58,0,3,58,0.341,79.03,76.23,0.12,996,1.1,248,5.9,685
2018,1,1,12,15,7.8,64,570,195,4,4.6,55,0,3,55,0.342,80.11,76.76,0.12,996,1,249,5.7,657
2018,1,1,12,30,7.7,62,552,182,4,4.6,51,0,3,51,0.344,80.66,77.42,0.12,996,1,250,5.6,583
2018,1,1,12,45,7.6,57,547,169,4,4.3,47,0,3,47,0.346,79.61,78.22,0.12,997,1,251,5.4,546
2018,1,1,13,0,7.4,55,520,152,4,4.3,42,0,3,42,0.347,80.7,79.14,0.12,997,1,252,5.2,477
2018,1,1,13,15,7.1,51,491,135,4,4.3,37,0,3,37,0.348,82.37,80.17,0.12,997,0.9,252,5,392
2018,1,1,13,30,6.8,47,450,115,1,4.3,47,450,0,115,0.349,84.08,81.32,0.12,997,0.9,251,4.7,325
2018,1,1,13,45,6.5,41,424,96,2,3.7,25,0,3,25,0.35,82.41,82.58,0.12,997,0.9,251,4.5,271
2018,1,1,14,0,6.2,36,364,74,4,3.7,19,0,3,19,0.351,84.13,83.93,0.12,997,0.9,251,4.2,191
2018,1,1,14,15,5.9,30,295,54,6,3.7,5,0,3,5,0.352,85.89,85.37,0.12,997,0.8,249,3.9,123
2018,1,1,14,30,5.5,23,206,34,6,3.7,4,0,3,4,0.353,88.3,86.87,0.12,997,0.8,247,3.7,68
2018,1,1,14,45,5.1,14,119,18,7,3,2,0,3,2,0.353,86.6,88.42,0.12,997,0.8,245,3.4,20
2018,1,1,15,0,4.7,0,0,0,4,3,0,0,0,0,0.354,89.05,89.93,0.12,997,0.8,243,3.1,3
2018,1,2,7,15,1.2,0,0,0,4,1,0,0,0,0,0.352,98.54,91.1,0.12,998,1.3,296,1.8,2
2018,1,2,7,30,1.1,10,25,11,4,1,10,25,5,11,0.353,99.25,88.93,0.12,998,1.3,298,2.1,11
2018,1,2,7,45,1.1,21,87,25,4,0.6,7,0,3,7,0.354,96.62,87.39,0.12,999,1.3,300,2.5,21
2018,1,2,8,0,1,30,160,42,4,0.6,12,0,3,12,0.355,97.32,85.86,0.12,999,1.3,303,2.8,34
2018,1,2,8,15,1.1,39,229,61,4,0.6,17,0,3,17,0.356,96.62,84.39,0.12,999,1.3,301,2.9,54
2018,1,2,8,30,1.2,46,289,82,4,0.6,23,0,3,23,0.356,96.03,83,0.12,1000,1.3,300,3,79
2018,1,2,8,45,1.2,55,314,101,4,0.8,29,0,3,29,0.356,96.83,81.71,0.12,1000,1.2,299,3.1,103
2018,1,2,9,0,1.3,61,357,120,4,0.8,34,0,3,34,0.357,96.14,80.51,0.12,1000,1.2,298,3.1,129
2018,1,2,9,15,1.5,66,393,138,4,0.8,40,0,3,40,0.358,94.77,79.43,0.12,1000,1.2,295,3.1,158
2018,1,2,9,30,1.8,70,423,155,4,0.8,45,0,3,45,0.358,92.85,78.47,0.12,1001,1.2,291,3.1,179
2018,1,2,9,45,2,73,448,169,7,1.5,8,0,3,8,0.359,96.77,77.62,0.12,1001,1.2,287,3.1,197
2018,1,2,10,0,2.2,76,468,182,4,1.5,54,0,3,54,0.36,95.4,76.91,0.12,1001,1.2,284,3.1,234
2018,1,2,10,15,2.5,78,483,192,4,1.5,57,0,3,57,0.361,93.39,76.33,0.12,1001,1.2,281,3.2,247
2018,1,2,10,30,2.8,80,495,200,4,1.5,60,0,3,60,0.362,91.43,75.88,0.12,1001,1.2,278,3.3,260
2018,1,2,10,45,3.1,81,500,206,4,2.7,62,0,3,62,0.364,96.91,75.57,0.12,1001,1.2,275,3.4,300
2018,1,2,11,0,3.4,82,504,209,4,2.7,63,0,3,63,0.365,94.98,75.4,0.12,1002,1.2,272,3.5,309
2018,1,2,11,15,3.6,82,505,209,4,2.7,63,0,3,63,0.367,93.65,75.37,0.12,1002,1.2,271,3.6,301
2018,1,2,11,30,3.8,81,502,207,7,2.7,9,0,3,9,0.368,92.34,75.48,0.12,1002,1.2,269,3.7,295
2018,1,2,11,45,4,86,462,200,4,3.5,61,0,3,61,0.37,96.55,75.73,0.12,1002,1.2,267,3.8,300
2018,1,2,12,0,4.2,84,452,193,4,3.5,59,0,3,59,0.372,95.21,76.12,0.12,1002,1.2,266,3.8,289
2018,1,2,12,15,4.2,82,438,183,4,3.5,55,0,3,55,0.373,95.21,76.65,0.12,1002,1.2,265,3.9,284
2018,1,2,12,30,4.3,79,420,172,4,3.5,52,0,3,52,0.375,94.54,77.31,0.12,1002,1.2,265,3.9,264
2018,1,2,12,45,4.4,75,403,159,4,3.8,47,0,3,47,0.376,96.13,78.1,0.12,1002,1.2,265,4,226
2018,1,2,13,0,4.4,71,376,143,4,3.9,42,0,3,42,0.378,96.23,79.02,0.12,1003,1.2,264,4,218
2018,1,2,13,15,4.4,66,343,125,4,3.9,37,0,3,37,0.378,96.23,80.05,0.12,1003,1.2,265,4.1,184
2018,1,2,13,30,4.4,60,304,107,4,3.9,31,0,3,31,0.379,96.23,81.2,0.12,1003,1.2,265,4.1,153
2018,1,2,13,45,4.5,50,300,89,4,3.8,25,0,3,25,0.38,95.47,82.45,0.12,1003,1.2,266,4.1,126
2018,1,2,14,0,4.5,43,245,69,4,3.8,20,0,3,20,0.381,95.47,83.8,0.12,1003,1.2,266,4.1,101
2018,1,2,14,15,4.4,34,182,49,4,3.8,14,0,3,14,0.38,96.14,85.24,0.12,1003,1.2,266,4,62
2018,1,2,14,30,4.4,25,114,31,4,3.8,9,0,3,9,0.38,96.14,86.75,0.12,1003,1.1,266,3.8,30
2018,1,2,14,45,4.3,14,81,17,4,3.6,4,0,3,4,0.379,95.12,88.3,0.12,1004,1.1,266,3.7,13
2018,1,2,15,0,4.2,0,0,0,4,3.6,0,0,0,0,0.378,95.79,89.81,0.12,1004,1.1,266,3.5,3
2018,1,3,7,15,1.5,0,0,0,6,0.8,0,0,0,0,0.383,94.98,91.07,0.12,980,1.9,164,8.1,2
2018,1,3,7,30,1.7,10,79,12,6,0.8,1,0,3,1,0.385,93.54,88.91,0.12,979,1.9,169,7.8,10
2018,1,3,7,45,1.8,17,169,25,6,1.3,3,0,3,3,0.386,96.66,87.36,0.12,979,1.9,174,7.5,22
2018,1,3,8,0,1.9,24,254,43,6,1.3,4,0,3,4,0.388,95.88,85.83,0.12,978,1.8,179,7.2,32
2018,1,3,8,15,2.3,31,326,63,9,1.3,5,0,3,5,0.39,93.19,84.35,0.12,978,1.8,191,6.8,44
2018,1,3,8,30,2.7,37,387,85,9,1.3,5,0,3,5,0.392,90.58,82.96,0.12,978,1.7,202,6.4,65
2018,1,3,8,45,3.1,47,383,102,9,3,6,0,3,6,0.394,99.21,81.66,0.12,978,1.6,214,6,73
2018,1,3,9,0,3.5,52,424,122,9,3,6,0,3,6,0.396,96.35,80.46,0.12,977,1.6,225,5.6,92
2018,1,3,9,15,4,56,461,141,4,3,40,0,3,40,0.398,93.02,79.38,0.12,977,1.5,234,5.6,121
2018,1,3,9,30,4.4,60,492,159,6,3,7,0,3,7,0.4,90.45,78.41,0.12,977,1.4,242,5.6,154
2018,1,3,9,45,4.8,62,523,175,9,4.5,8,0,3,8,0.403,97.6,77.56,0.12,977,1.3,251,5.6,192
2018,1,3,10,0,5.3,64,545,188,9,4.5,8,0,3,8,0.405,94.27,76.84,0.12,977,1.2,259,5.7,233
2018,1,3,10,15,5.4,66,559,199,9,4.5,8,0,3,8,0.408,93.71,76.25,0.12,978,1.2,260,5.7,373
2018,1,3,10,30,5.5,68,573,209,6,4.5,9,0,3,9,0.41,93.06,75.8,0.12,978,1.1,260,5.8,328
2018,1,3,10,45,5.6,66,603,217,6,4.4,9,0,3,9,0.413,92.01,75.48,0.12,978,1,261,5.9,453
2018,1,3,11,0,5.7,67,607,220,6,4.4,9,0,3,9,0.416,91.47,75.31,0.12,979,1,262,5.9,525
2018,1,3,11,15,5.7,67,607,221,6,4.4,9,0,3,9,0.418,91.47,75.27,0.12,979,1,259,5.8,537
2018,1,3,11,30,5.6,66,605,219,6,4.4,9,0,3,9,0.421,92.11,75.38,0.12,979,1,256,5.7,531
2018,1,3,11,45,5.6,70,574,212,4,3.9,62,0,3,62,0.423,88.52,75.63,0.12,979,1,254,5.6,435
2018,1,3,12,0,5.5,69,564,205,7,3.9,9,0,3,9,0.426,89.23,76.02,0.12,980,1,251,5.5,420
2018,1,3,12,15,5.4,67,550,195,7,3.9,8,0,3,8,0.427,89.85,76.54,0.12,980,1,248,5.4,377
2018,1,3,12,30,5.3,65,533,183,7,3.9,8,0,3,8,0.429,90.47,77.2,0.12,980,1,245,5.3,385
2018,1,3,12,45,5.1,69,461,165,4,3.3,48,0,3,48,0.43,88.45,77.99,0.12,980,1,241,5.2,346
2018,1,3,13,0,5,66,433,149,8,3.3,7,0,3,7,0.431,89.07,78.9,0.12,980,1,238,5,305
2018,1,3,13,15,4.8,61,396,131,4,3.3,37,0,3,37,0.431,90.32,79.93,0.12,980,1.1,234,5.1,260
2018,1,3,13,30,4.6,56,355,112,1,3.3,56,355,0,112,0.431,91.58,81.08,0.12,980,1.1,230,5.1,215
2018,1,3,13,45,4.4,60,184,84,0,2.9,60,184,0,84,0.431,90.07,82.33,0.12,980,1.2,226,5.2,167
2018,1,3,14,0,4.2,50,136,65,1,2.9,50,136,0,65,0.431,91.34,83.68,0.12,980,1.2,222,5.2,110
2018,1,3,14,15,4,38,85,46,4,2.9,15,0,3,15,0.43,92.63,85.12,0.12,980,1.3,220,5.4,75
2018,1,3,14,30,3.9,26,39,28,4,2.9,10,0,3,10,0.43,93.28,86.63,0.12,980,1.3,218,5.7,45
2018,1,3,14,45,3.8,9,1,9,7,2.9,3,0,3,3,0.429,93.91,88.18,0.12,980,1.3,217,5.9,13
2018,1,3,15,0,3.7,0,0,0,7,2.9,0,0,0,0,0.429,94.57,89.71,0.12,980,1.3,215,6.2,3
2018,1,4,7,15,5.5,0,0,0,4,4.5,0,0,0,0,0.4,93.57,91.04,0.12,988,1.3,251,6.6,2
2018,1,4,7,30,5.6,6,1,6,4,4.5,6,1,5,6,0.4,92.92,88.88,0.12,988,1.3,250,6.5,9
2018,1,4,7,45,5.6,18,10,18,4,4.6,8,0,3,8,0.4,93.48,87.32,0.12,988,1.3,250,6.4,17
2018,1,4,8,0,5.6,32,35,35,4,4.6,12,0,3,12,0.4,93.57,85.78,0.12,989,1.3,250,6.3,38
2018,1,4,8,15,5.7,46,71,53,4,4.6,18,0,3,18,0.399,92.93,84.31,0.12,989,1.3,249,6.2,71
2018,1,4,8,30,5.7,58,111,72,4,4.6,23,0,3,23,0.399,92.93,82.91,0.12,989,1.3,249,6.2,106
2018,1,4,8,45,5.8,69,150,91,4,4.8,29,0,3,29,0.399,93.22,81.6,0.12,989,1.3,249,6.1,154
2018,1,4,9,0,5.8,78,186,109,1,4.8,78,186,0,109,0.398,93.22,80.4,0.12,989,1.3,249,6,183
2018,1,4,9,15,5.9,86,217,127,1,4.8,86,217,0,127,0.397,92.58,79.31,0.12,989,1.3,249,6,226
2018,1,4,9,30,6,93,246,143,4,4.8,46,0,3,46,0.397,91.94,78.34,0.12,989,1.2,248,5.9,246
2018,1,4,9,45,6.1,97,283,158,4,4.9,51,0,3,51,0.396,92.3,77.48,0.12,989,1.2,248,5.8,281
2018,1,4,10,0,6.1,101,303,171,4,4.9,55,0,3,55,0.395,92.3,76.76,0.12,989,1.2,248,5.8,315
2018,1,4,10,15,6.2,105,318,181,4,4.9,59,0,3,59,0.394,91.67,76.16,0.12,989,1.2,248,5.7,319
2018,1,4,10,30,6.3,107,330,189,4,4.9,61,0,3,61,0.393,91.04,75.71,0.12,989,1.2,247,5.6,329
2018,1,4,10,45,6.3,103,372,197,4,5.1,63,0,3,63,0.392,92.06,75.39,0.12,989,1.2,247,5.5,322
2018,1,4,11,0,6.4,104,377,201,4,5.1,65,0,3,65,0.391,91.43,75.21,0.12,989,1.2,246,5.4,328
2018,1,4,11,15,6.5,105,378,201,4,5.1,65,0,3,65,0.39,90.8,75.17,0.12,989,1.2,246,5.3,315
2018,1,4,11,30,6.5,104,375,199,4,5.1,64,0,3,64,0.389,90.8,75.27,0.12,989,1.2,246,5.1,335
2018,1,4,11,45,6.6,95,414,199,4,5.2,63,0,3,63,0.388,91.04,75.52,0.12,989,1.2,245,5,294
2018,1,4,12,0,6.6,94,404,192,4,5.2,60,0,3,60,0.387,91.04,75.9,0.12,989,1.2,245,4.9,255
2018,1,4,12,15,6.6,91,390,183,4,5.2,57,0,3,57,0.386,91.04,76.42,0.12,989,1.2,244,4.7,238
2018,1,4,12,30,6.7,88,372,172,4,5.2,53,0,3,53,0.384,90.42,77.08,0.12,989,1.2,243,4.6,203
2018,1,4,12,45,6.7,74,425,164,4,5.3,48,0,3,48,0.383,90.55,77.86,0.12,989,1.2,242,4.4,177
2018,1,4,13,0,6.7,71,398,148,4,5.3,43,0,3,43,0.381,90.55,78.77,0.12,989,1.2,241,4.2,164
2018,1,4,13,15,6.4,66,364,130,4,5.3,38,0,3,38,0.38,92.44,79.8,0.12,989,1.2,239,4,148
2018,1,4,13,30,6.2,60,325,112,4,5.3,32,0,3,32,0.378,93.72,80.94,0.12,989,1.2,237,3.7,131
2018,1,4,13,45,6,52,305,93,4,4.9,27,0,3,27,0.376,92.43,82.19,0.12,989,1.2,235,3.5,106
2018,1,4,14,0,5.8,45,249,73,4,4.9,21,0,3,21,0.375,93.72,83.54,0.12,989,1.2,233,3.2,86
2018,1,4,14,15,5.6,37,184,53,4,4.9,15,0,3,15,0.374,95.02,84.98,0.12,989,1.2,230,3.1,57
2018,1,4,14,30,5.4,27,112,34,4,4.9,10,0,3,10,0.373,96.35,86.49,0.12,989,1.2,226,3,35
2018,1,4,14,45,5.1,17,49,18,4,4.5,5,0,3,5,0.372,95.75,88.05,0.12,989,1.2,223,2.8,10
2018,1,4,15,0,4.9,0,0,0,4,4.5,0,0,0,0,0.371,97.09,89.59,0.12,989,1.2,220,2.7,2
2018,1,5,7,15,5.2,0,0,0,4,3.7,0,0,0,0,0.367,90.17,91,0.12,989,1,240,6.1,3
2018,1,5,7,30,5.3,12,75,14,4,3.7,12,75,5,14,0.367,89.55,88.84,0.12,989,1,240,6.1,14
2018,1,5,7,45,5.5,20,174,28,4,4.1,8,0,3,8,0.368,90.65,87.28,0.12,989,1,240,6.1,29
2018,1,5,8,0,5.6,28,265,47,7,4.1,4,0,3,4,0.368,90.03,85.74,0.12,989,1,240,6.1,61
2018,1,5,8,15,5.8,34,343,69,7,4.1,5,0,3,5,0.368,88.79,84.25,0.12,989,1,241,6.1,110
2018,1,5,8,30,6.1,40,407,90,7,4.1,6,0,3,6,0.368,86.97,82.85,0.12,989,1,242,6,155
2018,1,5,8,45,6.3,46,447,111,7,4.7,6,0,3,6,0.368,89.26,81.54,0.12,989,1,243,6,195
2018,1,5,9,0,6.5,50,490,132,7,4.7,7,0,3,7,0.368,88.04,80.33,0.12,989,1,243,5.9,243
2018,1,5,9,15,6.6,53,525,151,7,4.7,7,0,3,7,0.368,87.44,79.24,0.12,989,1,244,5.8,311
2018,1,5,9,30,6.8,56,550,168,7,4.7,7,0,3,7,0.367,86.24,78.26,0.12,989,1.1,246,5.8,385
2018,1,5,9,45,6.9,58,574,183,7,5.1,8,0,3,8,0.367,88.41,77.4,0.12,989,1.1,247,5.7,384
2018,1,5,10,0,7.1,60,592,197,7,5.1,8,0,3,8,0.366,87.3,76.67,0.12,990,1.1,248,5.6,441
2018,1,5,10,15,7.2,62,607,208,6,5.1,9,0,3,9,0.365,86.71,76.07,0.12,990,1.1,249,5.5,454
2018,1,5,10,30,7.3,63,618,216,7,5.1,9,0,3,9,0.364,86.12,75.61,0.12,990,1.1,250,5.3,455
2018,1,5,10,45,7.4,62,629,222,7,5.5,9,0,3,9,0.363,87.7,75.29,0.12,990,1.2,250,5.2,437
2018,1,5,11,0,7.5,63,633,226,7,5.5,9,0,3,9,0.362,87.11,75.1,0.12,990,1.2,251,5,431
2018,1,5,11,15,7.5,63,634,226,7,5.5,9,0,3,9,0.361,87.11,75.06,0.12,990,1.2,251,4.8,415
2018,1,5,11,30,7.6,63,632,225,7,5.5,9,0,3,9,0.36,86.52,75.16,0.12,990,1.2,252,4.7,371
2018,1,5,11,45,7.6,64,610,218,7,5.9,9,0,3,9,0.359,88.78,75.4,0.12,990,1.3,252,4.5,388
2018,1,5,12,0,7.6,63,602,211,7,5.9,9,0,3,9,0.358,88.78,75.78,0.12,990,1.3,252,4.3,339
2018,1,5,12,15,7.5,61,589,201,7,5.9,8,0,3,8,0.358,89.39,76.3,0.12,990,1.3,254,4.2,313
2018,1,5,12,30,7.5,60,573,189,7,5.9,8,0,3,8,0.357,89.48,76.95,0.12,991,1.3,255,4.2,268
2018,1,5,12,45,7.4,56,566,176,4,5.9,49,0,3,49,0.357,90.23,77.73,0.12,991,1.3,257,4.1,256
2018,1,5,13,0,7.3,53,541,160,7,5.9,7,0,3,7,0.356,90.85,78.64,0.12,991,1.3,258,4,210
2018,1,5,13,15,7.1,50,514,143,7,5.9,7,0,3,7,0.356,92.1,79.67,0.12,991,1.2,260,3.9,177
2018,1,5,13,30,6.8,46,477,123,7,5.9,6,0,3,6,0.356,94.01,80.81,0.12,991,1.2,262,3.7,139
2018,1,5,13,45,6.5,40,461,104,4,5.3,27,0,3,27,0.356,91.87,82.05,0.12,991,1.2,263,3.5,105
2018,1,5,14,0,6.2,35,407,82,4,5.3,21,0,3,21,0.356,93.88,83.4,0.12,992,1.2,265,3.3,84
2018,1,5,14,15,6,30,341,60,4,5.3,16,0,3,16,0.357,95.19,84.84,0.12,992,1.2,266,3.3,60
2018,1,5,14,30,5.7,23,260,40,4,5.3,11,0,3,11,0.357,97.18,86.35,0.12,992,1.2,266,3.2,35
2018,1,5,14,45,5.4,16,175,22,4,4.6,6,0,3,6,0.358,94.54,87.91,0.12,992,1.1,267,3.1,9
2018,1,5,15,0,5.1,0,0,0,4,4.6,0,0,0,0,0.359,96.53,89.46,0.12,992,1.1,268,3.1,2
2018,1,6,7,15,3.8,0,0,0,7,3.5,0,0,0,0,0.347,98.18,90.96,0.12,1001,1,237,3,5
2018,1,6,7,30,3.8,12,82,14,7,3.5,12,82,5,14,0.347,98.18,88.79,0.12,1001,1,237,3,29
2018,1,6,7,45,3.8,20,187,29,4,3.6,8,0,3,8,0.347,98.49,87.22,0.12,1002,1,237,3,66
2018,1,6,8,0,3.8,28,278,49,4,3.6,13,0,3,13,0.347,98.49,85.68,0.12,1002,1,237,3,140
2018,1,6,8,15,3.9,34,354,70,4,3.6,18,0,3,18,0.347,97.8,84.19,0.12,1002,1,237,2.9,219
2018,1,6,8,30,4,40,416,92,7,3.6,6,0,3,6,0.348,97.12,82.78,0.12,1002,1,237,2.8,290
2018,1,6,8,45,4.1,44,469,114,4,3.8,30,0,3,30,0.348,97.91,81.47,0.12,1002,1,236,2.8,348
2018,1,6,9,0,4.2,48,510,134,7,3.8,7,0,3,7,0.348,97.32,80.26,0.12,1003,1,236,2.7,413
2018,1,6,9,15,4.3,51,545,154,7,3.8,7,0,3,7,0.348,96.64,79.16,0.12,1003,1,237,2.7,458
2018,1,6,9,30,4.4,54,573,172,7,3.8,8,0,3,8,0.348,95.97,78.17,0.12,1003,1,238,2.7,512
2018,1,6,9,45,4.6,56,598,188,7,4.3,8,0,3,8,0.348,97.67,77.31,0.12,1003,1,239,2.7,569
2018,1,6,10,0,4.7,58,616,201,7,4.3,8,0,3,8,0.348,96.99,76.57,0.12,1003,1,241,2.7,624
2018,1,6,10,15,4.9,60,630,212,4,4.3,60,0,3,60,0.348,95.65,75.97,0.12,1003,1,242,2.7,678
2018,1,6,10,30,5,61,641,221,4,4.3,63,0,3,63,0.348,94.99,75.5,0.12,1003,1,244,2.7,684
2018,1,6,10,45,5.2,61,649,227,4,4.6,65,0,3,65,0.348,95.93,75.17,0.12,1004,1.1,245,2.7,711
2018,1,6,11,0,5.4,61,652,230,4,4.6,66,0,0,66,0.348,94.61,74.99,0.12,1004,1.1,247,2.7,684
2018,1,6,11,15,5.5,61,654,231,4,4.6,83,0,0,83,0.348,93.95,74.94,0.12,1004,1.1,249,2.6,639
2018,1,6,11,30,5.6,61,652,229,7,4.6,9,0,3,9,0.347,93.3,75.03,0.12,1004,1.1,250,2.6,602
2018,1,6,11,45,5.7,61,643,224,7,4.8,9,0,3,9,0.347,94.18,75.27,0.12,1004,1.1,252,2.6,581
2018,1,6,12,0,5.8,60,634,217,4,4.8,78,0,3,78,0.347,93.53,75.65,0.12,1004,1.1,254,2.6,507
2018,1,6,12,15,5.9,59,623,208,4,4.8,74,0,3,74,0.347,92.89,76.16,0.12,1004,1.1,254,2.4,452
2018,1,6,12,30,5.9,57,607,196,4,4.8,69,0,3,69,0.347,92.89,76.81,0.12,1004,1.1,255,2.2,409
2018,1,6,12,45,5.9,56,577,180,4,5,63,0,3,63,0.347,94.02,77.59,0.12,1004,1.2,255,2,389
2018,1,6,13,0,5.9,54,552,164,4,5,56,0,3,56,0.348,94.02,78.5,0.12,1004,1.2,256,1.8,317
2018,1,6,13,15,5.7,51,522,146,4,5,49,0,3,49,0.347,95.43,79.52,0.12,1005,1.2,258,1.6,251
2018,1,6,13,30,5.6,47,486,126,4,5,42,0,3,42,0.347,96.09,80.66,0.12,1005,1.2,259,1.4,202
2018,1,6,13,45,5.4,43,433,104,7,4.7,6,0,3,6,0.347,95.13,81.91,0.12,1005,1.2,261,1.2,162
2018,1,6,14,0,5.2,38,379,83,7,4.7,5,0,3,5,0.347,96.46,83.25,0.12,1005,1.2,262,1,106
2018,1,6,14,15,5.1,32,314,61,7,4.7,5,0,3,5,0.348,97.13,84.69,0.12,1005,1.2,265,1,65
2018,1,6,14,30,5,25,235,41,7,4.7,4,0,3,4,0.348,97.81,86.2,0.12,1005,1.2,268,1,39
2018,1,6,14,45,4.9,17,131,23,7,4.3,3,0,3,3,0.348,95.97,87.76,0.12,1006,1.3,271,1,11
2018,1,6,15,0,4.7,0,0,0,7,4.3,0,0,0,0,0.348,97.31,89.32,0.12,1006,1.3,274,1,3
2018,1,7,7,15,0,0,0,0,7,-0.8,0,0,0,0,0.379,94.35,90.9,0.12,1022,0.8,34,3.5,2
2018,1,7,7,30,0.1,12,148,15,4,-0.8,12,148,5,15,0.379,93.67,88.73,0.12,1022,0.8,36,3.5,13
2018,1,7,7,45,0.2,19,267,32,4,-0.8,10,0,3,10,0.38,93.05,87.16,0.12,1023,0.8,37,3.6,29
2018,1,7,8,0,0.2,25,358,53,4,-0.8,16,0,3,16,0.38,93.05,85.61,0.12,1023,0.8,38,3.7,49
2018,1,7,8,15,0.4,31,432,75,4,-0.8,23,0,3,23,0.38,91.71,84.11,0.12,1023,0.8,39,3.8,80
2018,1,7,8,30,0.5,36,491,98,7,-0.8,6,0,3,6,0.38,91.05,82.7,0.12,1023,0.8,40,3.8,84
2018,1,7,8,45,0.6,39,553,122,4,-0.7,38,0,3,38,0.381,91.11,81.39,0.12,1024,0.7,42,3.9,117
2018,1,7,9,0,0.8,42,592,143,7,-0.7,7,0,3,7,0.381,89.8,80.17,0.12,1024,0.7,43,3.9,151
2018,1,7,9,15,0.9,45,624,163,4,-0.7,53,0,3,53,0.381,89.16,79.07,0.12,1024,0.7,45,4.1,175
2018,1,7,9,30,1.1,47,650,182,7,-0.7,8,0,3,8,0.381,87.89,78.08,0.12,1024,0.7,48,4.2,198
2018,1,7,9,45,1.2,48,678,199,4,-1.1,67,0,3,67,0.381,84.5,77.21,0.12,1024,0.7,51,4.3,225
2018,1,7,10,0,1.4,50,695,213,7,-1.1,8,0,3,8,0.381,83.3,76.47,0.12,1024,0.7,53,4.5,253
2018,1,7,10,15,1.5,51,708,224,7,-1.1,9,0,3,9,0.381,82.7,75.86,0.12,1024,0.7,55,4.5,276
2018,1,7,10,30,1.5,52,717,233,7,-1.1,9,0,3,9,0.382,82.78,75.39,0.12,1025,0.7,56,4.5,294
2018,1,7,10,45,1.6,52,728,240,7,-1.6,9,0,3,9,0.382,79,75.06,0.12,1025,0.7,58,4.6,307
2018,1,7,11,0,1.7,52,732,244,7,-1.6,9,0,0,9,0.382,78.44,74.86,0.12,1025,0.7,59,4.6,323
2018,1,7,11,15,1.8,53,740,247,7,-1.6,10,0,0,10,0.381,77.88,74.81,0.12,1025,0.6,60,4.5,327
2018,1,7,11,30,1.8,53,738,245,7,-1.6,9,0,0,9,0.381,77.88,74.9,0.12,1025,0.6,61,4.4,328
2018,1,7,11,45,1.8,51,736,240,4,-1.8,94,16,3,98,0.381,77.04,75.14,0.12,1025,0.6,61,4.3,312
2018,1,7,12,0,1.8,51,729,233,4,-1.8,91,13,3,95,0.381,77.04,75.51,0.12,1025,0.6,62,4.3,305
2018,1,7,12,15,1.8,50,719,223,4,-1.8,87,10,3,90,0.38,77.04,76.02,0.12,1025,0.6,62,4.1,322
2018,1,7,12,30,1.7,49,705,211,4,-1.8,82,6,3,84,0.38,77.59,76.67,0.12,1025,0.6,61,3.9,292
